Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
6411,0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,1448
5896,1.0,Good,H,SI2,63.9,58.0,6.36,6.28,4.03,3528
2737,0.3,Good,G,VS1,63.5,58.0,4.21,4.26,2.69,565
17977,0.7,Ideal,E,VS2,62.2,55.0,5.67,5.71,3.54,2981
11443,1.5,Very Good,H,VVS2,62.9,59.0,7.26,7.31,4.58,11748
19762,3.04,Premium,I,SI2,59.3,60.0,9.51,9.46,5.62,18559
17239,0.3,Good,D,SI1,63.2,56.0,4.24,4.27,2.69,552
3169,0.51,Ideal,D,VS1,61.7,54.0,5.12,5.15,3.17,1752
24623,1.13,Very Good,E,VS2,61.9,61.0,6.61,6.64,4.1,8358
21303,0.23,Very Good,D,VS2,62.7,58.0,3.86,3.89,2.43,362
12522,0.43,Good,D,SI2,63.3,57.0,4.79,4.82,3.04,669
7436,1.03,Ideal,G,SI1,62.4,57.0,6.47,6.52,4.05,4679
15899,0.55,Very Good,F,VS2,62.1,55.4,5.25,5.27,3.26,1777
5897,0.73,Premium,D,VS2,59.8,58.0,5.89,5.85,3.51,3250
20967,1.0,Premium,F,SI2,61.4,61.0,6.47,6.4,3.95,4749
19061,0.7,Ideal,D,SI1,62.3,53.0,5.7,5.72,3.56,2726
19323,0.34,Premium,G,VS2,61.1,60.0,4.53,4.51,2.76,765
16052,0.46,Ideal,I,VS1,62.2,54.0,4.95,4.99,3.09,906
6623,0.71,Ideal,E,SI1,61.6,53.0,5.79,5.73,3.55,2258
10426,0.59,Ideal,E,VS1,62.3,56.0,5.4,5.38,3.36,2294
9595,1.01,Very Good,F,VS1,59.9,59.0,6.52,6.57,3.92,6825
26347,0.8,Good,F,SI1,63.8,59.0,5.83,5.87,3.73,2941
26357,1.15,Ideal,G,SI2,62.4,56.0,6.7,6.74,4.19,4877
339,0.52,Very Good,F,VS2,63.9,57.0,5.08,5.12,3.26,1550
11523,0.31,Ideal,G,IF,61.6,56.0,4.37,4.4,2.7,839
5458,0.9,Very Good,I,SI1,62.6,58.0,6.08,6.15,3.83,3220
4962,0.72,Fair,G,VS1,66.4,57.0,5.6,5.51,3.69,2396
20081,0.31,Ideal,H,IF,61.8,57.0,4.32,4.35,2.68,789
11020,0.4,Very Good,F,VVS1,61.9,59.0,4.71,4.75,2.93,1111
21864,1.22,Ideal,H,SI2,61.0,57.0,6.89,6.95,4.22,5099
21581,0.41,Ideal,H,SI1,62.9,55.0,4.82,4.75,3.01,876
20073,0.41,Ideal,F,VVS1,61.9,56.0,4.77,4.79,2.96,1295
19654,1.26,Very Good,I,SI1,61.9,58.0,6.97,6.92,4.3,6318
13048,0.34,Premium,I,SI1,62.7,58.0,4.43,4.4,2.77,574
15539,0.33,Very Good,G,VVS2,60.0,63.0,4.45,4.49,2.68,752
905,1.02,Ideal,G,I1,61.2,56.0,6.47,6.5,3.97,3459
19179,2.2,Ideal,I,VS1,61.4,57.0,8.41,8.37,5.15,15092
26955,0.5,Good,G,VVS2,63.8,56.0,5.06,5.03,3.22,1806
598,0.7,Ideal,J,SI1,62.6,56.0,5.66,5.68,3.55,1937
8160,0.51,Premium,E,VVS2,59.3,59.0,5.25,5.17,3.09,2419
12467,0.54,Ideal,D,SI1,62.9,57.0,5.22,5.17,3.27,1786
9104,0.26,Ideal,F,VVS1,62.4,56.0,4.1,4.11,2.56,599
9574,0.52,Ideal,H,IF,61.4,56.0,5.19,5.23,3.2,2441
5585,0.59,Very Good,H,SI1,62.8,56.0,5.35,5.38,3.37,1283
20335,0.5,Ideal,F,VS2,62.9,55.0,5.1,5.07,3.2,1654
2853,0.32,Ideal,D,SI1,62.5,54.0,4.41,4.39,2.75,756
1637,0.71,Premium,F,SI1,61.1,62.0,5.76,5.72,3.51,2317
10281,0.7,Fair,D,SI1,52.2,65.0,6.04,5.99,3.14,1895
25351,0.41,Premium,E,SI1,61.0,59.0,4.78,4.82,2.93,755
26260,0.5,Very Good,E,VS2,62.7,54.0,5.07,5.1,3.19,1624
4929,1.29,Very Good,I,SI1,63.6,57.0,6.88,6.92,4.39,5771
16835,1.51,Very Good,F,VVS2,61.3,61.0,7.33,7.36,4.5,17203
20435,0.74,Good,D,VVS1,59.2,62.6,5.85,5.87,3.47,4274
7212,0.39,Ideal,F,SI1,62.5,55.0,4.68,4.63,2.91,921
11583,0.7,Ideal,H,VS2,61.4,56.0,5.72,5.75,3.52,2733
8919,0.72,Ideal,F,SI1,62.3,56.0,5.77,5.79,3.6,3004
9363,2.05,Ideal,J,VS1,61.8,58.0,8.12,8.16,5.03,15450
6610,0.33,Ideal,G,VS2,61.2,55.0,4.46,4.49,2.74,579
5196,1.2,Premium,J,VS2,,59.0,6.84,6.76,4.2,4611
23991,1.04,Premium,E,VVS1,62.5,59.0,6.46,6.41,4.02,10539
4434,0.34,Very Good,H,VS2,61.9,60.0,4.42,4.46,2.75,537
21112,1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,6733
9349,1.01,Very Good,H,VS2,,61.0,6.32,6.24,3.99,5050
17495,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,3389
21245,1.14,Very Good,F,VVS2,63.3,56.0,6.56,6.71,4.2,8912
13080,0.72,Good,H,SI2,65.8,59.0,5.51,5.58,3.65,1945
26817,0.36,Premium,G,SI2,60.8,58.0,4.57,4.61,2.79,473
20986,0.31,Very Good,D,SI2,62.5,55.0,4.3,4.34,2.7,462
10328,0.3,Ideal,F,VS1,61.0,56.0,4.37,4.35,2.66,731
2615,0.42,Ideal,F,VVS1,62.0,55.0,4.81,4.84,2.99,1326
15430,1.12,Very Good,H,SI2,61.7,59.0,6.67,6.71,4.13,5375
16505,0.41,Very Good,I,VVS2,,57.0,4.76,4.72,3.01,1061
13951,0.46,Good,F,IF,56.2,61.0,5.16,5.24,2.92,1806
18710,1.01,Premium,D,VS1,,58.0,6.6,6.54,3.94,8286
17934,1.93,Very Good,I,SI1,62.8,58.0,7.89,7.97,4.98,13278
10452,1.11,Premium,H,SI2,61.6,60.0,6.67,6.6,4.09,4662
13670,0.77,Very Good,H,VVS2,61.1,56.0,5.89,5.92,3.61,3208
11033,0.9,Premium,J,VS2,59.8,62.0,6.24,6.21,3.72,2863
13278,1.08,Premium,G,SI2,60.3,58.0,6.72,6.65,4.03,4442
23643,0.55,Ideal,F,VS2,61.3,54.0,5.27,5.33,3.25,1649
12673,1.51,Premium,E,SI1,60.3,58.0,7.47,7.43,4.49,12336
19183,1.09,Ideal,G,VS2,62.8,57.0,6.54,6.58,4.12,7292
4821,1.11,Ideal,E,SI1,62.1,55.0,6.66,6.68,4.14,7218
24360,0.7,Very Good,F,SI2,62.1,57.0,5.63,5.68,3.51,1940
17638,1.19,Premium,I,SI2,62.6,58.0,6.82,6.69,4.23,4498
17792,1.0,Good,F,VS2,63.9,62.0,6.26,6.32,4.02,6352
15005,1.07,Very Good,D,IF,60.9,58.0,6.57,6.67,4.03,18114
26332,1.5,Premium,H,I1,61.1,59.0,7.37,7.26,4.47,3599
25024,2.09,Premium,H,SI2,60.9,58.0,8.23,8.2,5.0,13119
2449,1.2,Very Good,H,VS2,63.3,59.0,6.78,6.74,4.28,6833
3662,0.3,Premium,D,VS2,60.7,60.0,4.33,4.37,2.64,710
13253,1.21,Ideal,E,SI1,61.9,57.0,6.88,6.79,4.23,7424
22570,0.7,Very Good,F,VS2,62.9,58.0,5.63,5.65,3.55,2803
22536,1.61,Ideal,E,SI2,61.6,56.0,7.54,7.62,4.67,9961
10832,0.7,Ideal,E,SI1,62.7,57.0,5.64,5.66,3.54,2614
6579,0.77,Premium,F,VS1,62.7,58.0,5.82,5.88,3.67,3357
8916,0.38,Ideal,F,SI2,60.9,56.0,4.69,4.74,2.87,568
14933,1.2,Very Good,J,SI2,61.8,60.0,6.76,6.83,4.2,4580
2764,0.54,Ideal,E,SI2,62.7,57.0,5.2,5.23,3.27,1111
8419,0.41,Ideal,D,SI2,62.6,57.0,4.77,4.72,2.97,841
5181,1.07,Ideal,G,VS2,61.1,59.0,6.62,6.57,4.03,6324
2589,0.75,Good,D,SI1,63.6,58.0,5.77,5.65,3.63,3024
11953,0.3,Ideal,H,VS2,61.9,54.6,4.27,4.33,2.67,486
7982,0.7,Premium,E,SI1,60.7,58.0,5.73,5.74,3.48,2679
22466,1.2,Ideal,E,VVS1,60.1,61.0,6.83,6.91,4.13,15185
21924,0.3,Very Good,G,SI1,60.1,62.0,4.35,4.37,2.62,447
22992,0.7,Very Good,E,VS2,61.4,57.0,5.7,5.73,3.51,2553
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
12924,0.56,Ideal,E,VS2,61.5,57.0,5.3,5.27,3.25,1915
16202,0.23,Very Good,F,VVS2,60.0,57.0,4.0,4.04,2.41,530
6837,1.05,Ideal,G,VS1,62.0,56.0,6.47,6.53,4.03,6936
19251,1.0,Premium,H,SI2,61.3,57.0,6.45,6.4,3.94,3584
9063,0.3,Good,E,VVS1,,63.0,4.24,4.26,2.6,739
18915,0.59,Ideal,F,SI1,62.3,54.0,5.37,5.41,3.36,1424
2487,0.24,Ideal,H,VVS1,61.5,55.0,3.99,4.02,2.46,504
26441,0.3,Ideal,E,VS2,62.5,56.0,4.3,4.28,2.68,844
13252,0.42,Premium,G,SI1,61.7,58.0,4.8,4.76,2.95,945
23410,0.54,Ideal,D,SI1,62.6,55.0,5.23,5.19,3.26,1715
21414,0.7,Good,D,SI2,59.2,60.0,5.75,5.78,3.41,2382
25653,0.65,Premium,E,SI1,60.5,59.0,5.61,5.49,3.36,1828
16085,0.92,Very Good,D,VS1,61.9,58.0,6.19,6.24,3.85,7544
22952,1.2,Very Good,F,VVS1,59.8,63.0,6.82,6.8,4.07,11913
15264,1.12,Premium,H,SI1,62.2,60.0,6.65,6.59,4.12,5363
2587,0.55,Ideal,F,VS1,61.9,56.0,5.25,5.29,3.26,1881
6042,0.4,Good,E,SI1,64.2,56.0,4.66,4.69,3.0,682
10695,0.39,Ideal,F,VS2,59.2,58.0,4.78,4.81,2.84,862
16385,1.08,Premium,G,VS1,63.0,59.0,6.56,6.5,4.11,7523
5297,0.51,Ideal,E,VS2,61.9,55.0,5.1,5.14,3.17,1675
24765,2.02,Very Good,G,SI2,63.3,59.0,8.05,7.96,5.07,13554
14830,1.01,Good,I,SI1,64.1,59.0,6.24,6.21,3.99,3676
26593,0.73,Very Good,I,VVS1,61.9,57.0,5.75,5.79,3.57,2623
11194,0.52,Very Good,G,VS1,60.2,57.0,5.22,5.26,3.15,1618
12720,0.6,Ideal,E,VS2,61.2,56.0,5.45,5.44,3.33,2189
5148,0.4,Good,I,VVS1,63.3,57.0,4.67,4.71,2.97,842
4609,0.3,Ideal,I,VS1,62.5,57.0,4.32,4.29,2.69,608
8266,1.0,Premium,E,VS2,61.3,58.0,6.41,6.38,3.92,7168
3057,0.3,Ideal,F,SI1,61.9,57.0,4.28,4.31,2.66,609
10070,1.19,Ideal,H,VVS2,61.6,56.0,6.78,6.86,4.2,7651
26826,0.42,Ideal,G,SI1,62.5,56.0,4.83,4.8,3.01,945
26676,0.41,Premium,F,VVS1,61.3,59.0,4.79,4.73,2.92,1356
11012,0.73,Ideal,G,SI1,62.1,54.0,5.81,5.76,3.59,2351
5749,0.5,Very Good,D,SI1,63.5,57.0,5.09,5.05,3.22,1257
13831,0.4,Premium,D,SI2,61.1,58.0,4.73,4.76,2.9,666
26002,0.91,Ideal,D,VS2,,57.0,6.26,6.32,3.83,6444
12044,0.39,Ideal,E,IF,61.1,57.0,4.73,4.76,2.9,1333
19305,0.52,Very Good,G,VS1,59.5,58.0,5.21,5.28,3.12,1621
3638,1.02,Premium,D,SI2,59.3,60.0,6.56,6.52,3.88,4583
26505,1.06,Ideal,E,SI1,59.6,54.0,6.64,6.62,3.95,5250
9531,1.02,Good,G,I1,57.4,59.0,6.64,6.6,3.8,2344
24807,1.27,Very Good,G,VVS2,,57.0,6.86,6.91,4.3,8941
18258,1.44,Ideal,D,SI1,63.0,55.0,7.23,7.18,4.54,10725
13456,1.51,Very Good,G,SI1,59.6,60.0,7.43,7.47,4.44,11029
19938,0.71,Ideal,I,SI1,61.4,56.0,5.73,5.77,3.53,2376
15788,0.35,Ideal,G,VS1,61.9,55.0,4.52,4.53,2.8,706
10375,0.42,Ideal,G,IF,62.2,54.0,4.81,4.84,3.0,1289
25753,0.7,Ideal,E,VS2,61.5,57.0,5.67,5.78,3.52,2980
12770,0.55,Premium,D,VS2,61.3,60.0,5.29,5.28,3.24,2030
13891,0.32,Ideal,H,VVS2,62.0,55.0,4.42,4.39,2.73,828
17798,0.31,Ideal,J,VS2,62.2,55.0,4.32,4.36,2.7,396
18646,0.3,Ideal,D,VS1,61.0,57.0,4.3,4.33,2.63,761
14611,1.11,Premium,F,VS2,61.9,58.0,6.7,6.64,4.13,7371
854,1.49,Fair,F,SI1,59.6,63.0,7.2,7.34,4.33,8779
22696,0.6,Premium,F,SI1,62.9,59.0,5.39,5.31,3.37,1323
23455,1.76,Premium,E,SI2,62.1,58.0,7.7,7.62,4.74,9580
17158,0.92,Premium,H,SI1,62.4,58.0,6.19,6.22,3.87,3624
8793,1.14,Very Good,F,VS2,58.3,60.0,6.87,6.91,4.02,7293
21956,1.03,Premium,H,SI2,62.0,60.0,6.47,6.41,4.0,3749
11988,0.9,Very Good,H,SI1,62.8,58.0,6.13,6.16,3.86,3437
3698,0.53,Ideal,H,IF,62.0,54.0,5.22,5.27,3.25,1949
24551,2.18,Very Good,E,I1,62.0,60.0,8.25,8.33,5.14,10340
18455,0.9,Premium,H,VS1,61.5,59.0,6.19,6.13,3.79,4064
24308,1.16,Premium,F,VS2,60.5,59.0,6.86,6.8,4.13,5781
4731,0.39,Good,F,VS1,62.8,61.0,4.63,4.67,2.92,847
22970,1.63,Ideal,G,SI2,62.6,53.0,7.55,7.49,4.71,10680
9645,1.51,Premium,G,SI1,62.2,58.0,7.3,7.26,4.53,10688
17927,1.0,Premium,G,SI2,61.8,59.0,6.38,6.33,3.93,4368
16647,0.8,Ideal,E,VS1,61.8,56.0,5.92,5.96,3.67,5007
21190,0.32,Premium,E,SI1,62.2,58.0,4.39,4.36,2.72,720
1549,0.4,Premium,G,VVS1,60.9,57.0,4.8,4.76,2.91,1200
21430,0.72,Very Good,J,SI1,62.7,56.0,5.66,5.72,3.57,1666
9146,0.36,Very Good,E,VVS2,61.8,58.0,4.55,4.58,2.82,968
23402,0.53,Ideal,E,VS2,62.0,55.0,5.17,5.21,3.22,1607
3252,0.56,Ideal,D,SI2,61.3,56.0,5.3,5.33,3.26,1243
13852,0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,2344
17082,1.71,Ideal,I,SI2,61.1,55.0,7.78,7.73,4.74,10438
25076,0.32,Very Good,H,SI1,63.1,55.0,4.37,4.34,2.75,576
26057,1.16,Ideal,G,VVS1,60.5,57.0,6.78,6.83,4.12,9075
15462,0.71,Very Good,F,VS2,59.5,58.0,5.82,5.87,3.48,2918
3141,0.71,Ideal,G,VS1,62.6,57.0,5.67,5.7,3.56,2930
14797,1.01,Ideal,G,VS2,62.7,56.0,6.43,6.39,4.02,6108
18104,0.74,Ideal,H,SI1,62.1,56.0,5.86,5.84,3.63,2375
26905,1.24,Premium,D,VS2,59.3,58.0,7.03,7.09,4.19,9738
5113,0.91,Very Good,E,SI1,62.3,59.0,6.18,6.21,3.86,4914
12900,1.23,Very Good,F,VVS2,58.5,59.0,6.98,7.07,4.11,10650
23366,1.65,Ideal,G,VS2,62.2,55.0,7.6,7.57,4.72,9425
4770,0.81,Fair,F,SI2,68.8,79.0,5.26,5.2,3.58,2301
12875,1.17,Fair,E,VS2,64.5,56.0,6.75,6.68,4.33,6814
8093,0.3,Very Good,E,VS1,58.4,62.0,4.37,4.43,2.57,640
8861,1.5,Premium,G,SI2,61.8,59.0,7.29,7.21,4.48,9072
1808,1.17,Premium,G,SI1,62.6,55.0,6.75,6.7,4.21,7731
9879,1.0,Premium,F,VVS2,59.9,60.0,6.46,6.5,3.88,8448
11137,0.72,Good,G,VS2,59.7,60.5,5.8,5.84,3.47,2776
9107,0.57,Very Good,F,VS1,60.3,58.0,5.36,5.39,3.24,1871
22672,1.0,Premium,F,SI2,61.7,57.0,6.42,6.35,3.94,3853
1128,0.3,Very Good,G,IF,63.5,55.0,4.28,4.26,2.71,956
19562,1.01,Very Good,H,VS2,62.2,56.0,6.35,6.44,3.98,4821
14414,1.01,Premium,G,SI2,61.5,58.0,6.51,6.44,3.98,3461
25427,0.3,Very Good,F,VS2,63.0,55.0,4.28,4.29,2.7,524
2779,0.86,Premium,H,SI2,,58.0,6.15,6.12,3.74,2757
15101,1.02,Ideal,D,SI2,61.7,58.0,6.41,6.49,3.98,5426
10405,0.9,Good,E,SI1,,55.0,6.12,6.22,3.92,3570
18108,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,2085
748,1.78,Very Good,D,SI2,63.4,60.0,7.67,7.61,4.85,10730
24009,2.08,Premium,G,SI2,62.2,60.0,8.16,8.09,5.06,12883
19385,1.07,Ideal,H,VS1,60.2,59.0,6.66,6.69,4.02,6479
8741,1.0,Very Good,D,SI1,59.8,59.0,6.47,6.51,3.88,5671
18001,0.38,Ideal,E,VS1,60.7,56.0,4.7,4.72,2.86,933
8868,0.57,Ideal,H,SI1,61.8,55.0,5.31,5.37,3.3,1292
17782,1.0,Very Good,D,VS2,59.6,60.0,6.52,6.57,3.9,6745
11749,0.9,Ideal,E,VVS2,62.8,54.0,6.11,6.21,3.87,7286
14597,0.5,Fair,G,SI1,65.0,59.0,4.99,4.97,3.24,1050
7849,0.72,Ideal,H,SI2,60.9,56.0,5.87,5.78,3.55,1901
12943,0.9,Good,D,SI2,63.5,62.0,6.09,6.13,3.88,3425
24975,1.03,Very Good,F,VVS2,61.5,55.0,6.48,6.57,4.01,8998
24267,0.71,Ideal,H,VS1,60.3,59.0,5.75,5.79,3.48,2487
22246,1.43,Ideal,J,SI1,62.1,58.0,7.23,7.16,4.47,6546
17419,0.43,Very Good,G,VVS1,62.3,59.0,4.77,4.83,2.99,1207
4289,1.95,Very Good,H,SI1,62.9,58.0,7.86,7.94,4.97,14603
2558,0.73,Ideal,I,VS2,61.7,55.0,5.79,5.82,3.58,2453
2580,0.52,Premium,E,VS2,60.7,58.0,5.17,5.21,3.15,1689
24054,0.55,Very Good,G,VS2,62.3,56.0,5.24,5.29,3.28,1551
6710,0.4,Good,F,VVS1,61.9,61.0,4.71,4.73,2.92,1349
6262,1.02,Premium,H,SI1,62.9,59.0,6.41,6.38,4.02,4884
17390,0.73,Very Good,I,SI2,63.0,58.0,5.71,5.75,3.61,2093
19806,0.3,Very Good,F,VVS2,64.2,56.0,4.22,4.26,2.72,613
23326,0.7,Good,F,VS1,64.0,56.0,5.6,5.65,3.6,2401
21866,0.75,Fair,F,SI1,64.6,57.0,5.7,5.67,3.67,2700
19186,0.51,Ideal,D,VS2,61.5,57.0,5.11,5.14,3.15,1787
7221,1.3,Premium,H,SI1,62.9,60.0,6.95,6.88,4.35,5671
18945,0.35,Premium,E,VS2,61.6,58.0,4.57,4.52,2.8,984
15436,1.5,Ideal,I,VVS2,60.7,60.0,7.35,7.4,4.48,10931
23340,0.71,Ideal,E,SI1,62.0,56.0,5.72,5.77,3.56,2308
12803,0.24,Good,F,VVS2,65.0,58.0,3.89,3.93,2.54,492
11480,1.04,Ideal,G,SI2,63.1,55.0,6.45,6.52,4.09,4414
22493,1.07,Premium,D,VS1,62.0,60.0,6.55,6.49,4.04,8359
17856,1.09,Premium,I,SI1,61.9,58.0,6.65,6.58,4.1,3968
5236,0.27,Very Good,H,VVS2,62.1,57.0,4.1,4.15,2.56,486
208,1.24,Ideal,G,VS2,62.0,57.0,6.87,6.84,4.25,9188
11077,1.39,Good,F,SI2,63.8,55.0,7.08,7.05,4.51,7096
6708,0.38,Ideal,H,SI1,62.0,54.0,4.66,4.72,2.91,671
13247,1.11,Premium,G,SI2,62.5,57.0,6.54,6.49,4.07,3804
11006,0.7,Ideal,I,SI1,62.6,56.0,5.66,5.69,3.55,2187
8256,0.39,Ideal,G,VVS1,62.4,53.6,4.65,4.7,2.92,1008
14286,0.5,Premium,D,SI1,62.2,57.0,5.11,5.08,3.17,1654
26302,0.52,Good,F,VS2,63.6,56.0,5.12,5.07,3.24,1605
18998,0.33,Very Good,G,VVS2,60.9,57.0,4.43,4.5,2.72,752
19867,0.71,Good,H,SI1,63.4,54.0,5.6,5.67,3.57,2056
24334,1.71,Premium,G,VS1,62.3,58.0,7.65,7.61,4.75,17197
11157,0.32,Very Good,F,VS1,62.2,55.0,4.37,4.39,2.72,616
26776,0.38,Premium,D,VVS2,61.9,56.0,4.65,4.63,2.87,1257
22509,0.35,Premium,G,VS1,61.5,58.0,4.5,4.54,2.78,706
1035,0.9,Premium,E,SI2,59.5,61.0,6.3,6.24,3.73,3084
624,0.58,Premium,D,VS1,59.2,60.0,5.46,5.41,3.22,2401
9648,0.3,Ideal,H,VVS2,61.5,57.0,4.34,4.31,2.66,776
19533,0.32,Premium,E,VS2,60.5,58.0,4.44,4.48,2.7,702
15309,0.54,Premium,H,VS1,62.4,55.0,5.25,5.2,3.26,1637
26756,0.52,Very Good,F,VVS2,61.5,57.0,5.18,5.22,3.19,2079
4673,0.51,Very Good,F,VS1,60.0,59.0,5.18,5.22,3.12,1680
5861,0.42,Premium,D,SI1,60.2,57.0,4.89,4.85,2.93,970
5717,1.74,Very Good,H,I1,63.2,55.0,7.62,7.59,4.8,4677
19727,0.58,Ideal,E,SI1,61.6,55.0,5.38,5.33,3.3,1758
7976,0.3,Very Good,F,SI2,62.6,61.0,4.2,4.24,2.64,394
4011,1.5,Premium,J,VVS2,61.8,60.0,7.33,7.36,4.54,8603
2239,0.32,Premium,H,VVS1,62.5,58.0,4.37,4.33,2.72,936
12496,0.33,Ideal,H,VVS2,60.9,57.0,4.48,4.52,2.74,666
2885,0.32,Premium,G,VS2,62.6,59.0,4.33,4.36,2.72,561
12077,0.5,Very Good,H,VS2,63.0,55.0,5.05,5.08,3.19,1209
1763,0.7,Very Good,G,SI1,59.1,62.0,5.8,5.91,3.46,2674
9890,0.43,Very Good,F,SI1,62.5,56.0,4.82,4.85,3.02,792
7069,0.72,Ideal,J,VVS2,61.5,57.0,5.74,5.77,3.54,2150
17292,0.36,Ideal,F,VS1,60.8,56.0,4.61,4.64,2.81,803
5893,0.73,Ideal,I,VS1,62.1,55.8,5.77,5.81,3.6,2302
6355,0.91,Very Good,E,SI1,62.1,60.0,6.21,6.25,3.87,4284
24167,0.41,Very Good,J,IF,63.5,54.0,4.75,4.7,3.0,1061
23404,0.37,Premium,E,SI2,59.5,61.0,4.7,4.68,2.79,666
26881,0.32,Ideal,E,VS2,61.6,55.0,4.42,4.41,2.72,900
20255,0.4,Premium,F,VVS1,61.1,59.0,4.75,4.78,2.91,1263
3739,0.77,Very Good,J,VVS1,62.8,58.0,5.78,5.84,3.65,2532
6159,0.26,Very Good,E,VVS2,63.0,58.0,4.08,4.11,2.58,597
11431,1.21,Very Good,F,VS2,63.5,55.0,6.77,6.71,4.28,7928
14085,0.32,Ideal,F,VVS1,61.4,56.0,4.42,4.38,2.7,990
8680,1.05,Very Good,H,SI1,63.5,57.0,6.47,6.44,4.1,4692
14498,1.01,Very Good,D,SI1,62.2,58.0,6.36,6.4,3.97,5122
16368,0.4,Good,E,VVS2,57.7,62.0,4.82,4.88,2.8,981
9077,1.12,Ideal,F,SI1,61.7,56.0,6.64,6.68,4.11,7812
1265,0.65,Premium,F,VS2,59.6,58.0,5.65,5.62,3.36,1970
8064,1.21,Premium,I,SI2,60.7,60.0,6.88,6.82,4.16,4879
16357,0.5,Good,E,SI1,62.5,59.0,5.04,5.07,3.16,1293
5592,0.7,Good,F,SI1,59.7,64.0,5.71,5.74,3.42,2337
13483,0.58,Very Good,I,VS2,61.7,54.1,5.37,5.4,3.32,1408
22030,0.31,Very Good,E,VVS2,64.2,55.0,4.24,4.3,2.74,721
16270,0.46,Very Good,J,VS1,62.5,58.0,4.87,4.92,3.06,874
17159,1.0,Premium,F,VVS1,63.0,56.0,6.37,6.32,4.0,8154
20116,0.33,Ideal,G,VS1,61.4,55.0,4.44,4.48,2.74,666
2493,2.01,Very Good,D,SI2,58.3,63.0,8.28,8.25,4.82,12639
21916,1.0,Premium,F,VS1,62.0,59.0,6.42,6.35,3.96,7056
8904,0.3,Premium,E,SI1,61.3,60.0,4.31,4.27,2.63,675
19446,2.0,Good,F,SI1,62.8,62.0,8.0,8.03,5.03,18069
26863,1.01,Good,E,SI2,60.2,60.0,6.37,6.42,3.85,4566
14181,2.14,Ideal,I,SI2,61.9,56.0,8.22,8.26,5.1,14321
21867,0.4,Ideal,F,VVS1,61.1,56.0,4.78,4.81,2.93,1908
17342,0.5,Ideal,E,SI1,62.2,57.0,5.06,5.1,3.16,1410
22056,1.01,Premium,F,VS2,62.3,58.0,6.34,6.3,3.94,6271
3383,0.37,Premium,G,VVS2,62.2,58.0,4.6,4.56,2.85,1010
8032,1.06,Premium,F,VS2,61.8,60.0,6.58,6.53,4.05,6673
23900,1.59,Good,F,SI1,63.6,57.0,7.39,7.43,4.71,11716
5868,0.32,Ideal,F,VVS1,61.4,56.0,4.4,4.43,2.71,912
5849,0.9,Very Good,I,VS1,62.2,58.0,6.13,6.18,3.83,3644
22366,0.41,Very Good,E,VS1,62.8,58.0,4.7,4.72,2.96,1079
12667,0.33,Premium,F,VS2,61.2,58.0,4.5,4.45,2.74,854
17245,0.32,Ideal,E,VVS1,60.9,57.0,4.42,4.45,2.7,954
1558,0.26,Premium,E,VS1,61.9,58.0,4.11,4.1,2.54,580
10748,1.57,Very Good,H,SI1,62.0,60.0,7.4,7.44,4.6,10200
19638,0.81,Premium,G,VS1,62.1,58.0,5.96,5.92,3.69,3311
26929,0.72,Very Good,H,VS2,62.9,58.0,5.7,5.75,3.6,2396
22999,0.55,Very Good,I,SI2,61.5,60.0,5.23,5.25,3.22,1087
21627,1.7,Very Good,E,VS2,58.6,62.0,7.84,7.92,4.62,18176
153,1.16,Ideal,I,VS2,61.5,57.0,6.78,6.75,4.16,5302
6970,0.3,Very Good,H,SI1,60.1,55.0,4.38,4.41,2.64,432
24238,0.41,Ideal,J,VS2,61.7,55.0,4.79,4.81,2.96,587
7992,2.21,Ideal,D,SI2,62.0,57.0,8.36,8.31,5.18,16558
18831,0.33,Very Good,H,VS1,62.9,59.0,4.35,4.4,2.75,579
11796,1.06,Ideal,D,VVS2,62.0,57.0,6.52,6.54,4.05,11837
5385,0.3,Very Good,H,SI1,63.1,56.0,4.29,4.27,2.7,554
5873,0.31,Ideal,D,VS2,61.5,56.0,4.35,4.37,2.68,734
22736,1.02,Ideal,E,SI2,62.8,55.0,6.43,6.4,4.03,4478
15431,0.71,Good,H,SI1,63.5,57.0,5.63,5.67,3.59,2096
17728,1.27,Very Good,I,I1,60.2,62.0,7.0,7.05,4.23,3665
25563,0.3,Ideal,E,VS1,60.0,56.0,4.39,4.41,2.64,663
8345,0.33,Ideal,D,VS2,61.8,56.0,4.48,4.45,2.76,1002
2368,0.3,Very Good,G,VVS1,60.7,56.0,4.32,4.35,2.63,725
13006,0.39,Ideal,G,SI2,61.2,56.0,4.71,4.73,2.89,603
18637,0.7,Very Good,E,VS2,62.4,58.0,5.66,5.68,3.54,2952
18773,1.07,Ideal,G,VVS1,60.9,56.0,6.6,6.67,4.04,8895
26099,0.58,Premium,E,SI1,60.6,56.0,5.42,5.38,3.27,1949
12977,1.01,Ideal,E,VS2,61.4,57.0,6.44,6.5,3.97,6956
